"id","postcode","woonplaats","alternatieve_schrijfwijzen","gemeente","provincie","netnummer","latitude","longitude","soort","zipcode"
3902,8556,"Sloten","","Gaasterlân-Sleat","Friesland",514,52.8945213,5.6457171,"Adres",NA
3903,8560,"Balk","","Gaasterlân-Sleat","Friesland",514,53.0011262,6.2311672,"Postbus",NA
3904,8561,"Balk","","Gaasterlân-Sleat","Friesland",514,52.8972249,5.5798871,"Adres",NA
3905,8563,"Wijckel","WYCKEL","Gaasterlân-Sleat","Friesland",514,52.8889663,5.6247945,"Adres",NA
3906,8564,"Ruigahuizen","","Gaasterlân-Sleat","Friesland",514,52.8815405,5.5704592,"Adres",NA
3907,8565,"Sondel","","Gaasterlân-Sleat","Friesland",514,52.8711433,5.5976085,"Adres",NA
3908,8566,"Nijemirdum","NYEMIRDUM","Gaasterlân-Sleat","Friesland",514,52.8557002,5.5673222,"Adres",NA
3909,8567,"Oudemirdum","","Gaasterlân-Sleat","Friesland",514,52.8494203,5.5332441,"Adres",NA
3910,8571,"Harich","","Gaasterlân-Sleat","Friesland",514,52.9024442,5.5636659,"Adres",NA
3911,8572,"Rijs","","Gaasterlân-Sleat","Friesland",514,52.8632514,5.4992868,"Adres",NA
3912,8573,"Mirns","","Gaasterlân-Sleat","Friesland",514,52.8567456,5.4649598,"Adres",NA
3913,8574,"Bakhuizen","","Gaasterlân-Sleat","Friesland",514,52.8686496,5.45515,"Adres",NA
3914,8581,"Elahuizen","","Gaasterlân-Sleat","Friesland",514,52.9255427,5.5416776,"Adres",NA
3915,8582,"Oudega","Oudega G.S.","Gaasterlân-Sleat","Friesland",514,52.9044748,5.5226678,"Adres",NA
3916,8583,"Kolderwolde","","Gaasterlân-Sleat","Friesland",514,52.897222,5.51,"Adres",NA
3917,8584,"Hemelum","","Nijefurd","Friesland",514,52.880709,5.4560155,"Adres",NA
3918,8600,"Sneek","","Sneek","Friesland",515,53.0307872,5.6696146,"Postbus",NA
3919,8601,"Sneek","","Sneek","Friesland",515,53.033371,5.640579,"Adres",NA
3920,8602,"Sneek","","Sneek","Friesland",515,53.0437233,5.6495921,"Adres",NA
3921,8603,"Sneek","","Sneek","Friesland",515,53.0414961,5.6680688,"Adres",NA
3922,8604,"Sneek","","Sneek","Friesland",515,53.0353444,5.6840137,"Adres",NA
3923,8605,"Sneek","","Sneek","Friesland",515,53.0331644,5.673233,"Adres",NA
3924,8606,"Sneek","","Sneek","Friesland",515,53.0204238,5.6860867,"Adres",NA
3925,8607,"Sneek","","Sneek","Friesland",515,53.016064,5.6645381,"Adres",NA
3926,8608,"Sneek","","Sneek","Friesland",515,53.0223731,5.645198,"Adres",NA
3927,8611,"Gaastmeer","","Wymbritseradiel","Friesland",515,52.9645319,5.5433936,"Adres",NA
3928,8612,"Idzega","","Wymbritseradiel","Friesland",515,52.9799028,5.5533645,"Adres",NA
3929,8613,"Sandfirden","","Wymbritseradiel","Friesland",515,52.9881299,5.5209776,"Adres",NA
3930,8614,"Oudega","Oudega (Wymbritseradeel)","Wymbritseradiel","Friesland",515,52.9925,5.548611,"Adres",NA
3931,8615,"Blauwhuis","","Wymbritseradiel","Friesland",515,53.0225,5.532222,"Adres",NA
3932,8616,"Westhem","","Wymbritseradiel","Friesland",515,53.0156183,5.5500441,"Adres",NA
3933,8617,"Abbega","","Wymbritseradiel","Friesland",515,53.0192891,5.5716955,"Adres",NA
3934,8618,"Oosthem","","Wymbritseradiel","Friesland",515,53.0165259,5.6012921,"Adres",NA
3935,8621,"Heeg","","Wymbritseradiel","Friesland",515,52.9715521,5.605224,"Adres",NA
3936,8622,"Hommerts","","Wymbritseradiel","Friesland",515,52.981679,5.6501505,"Adres",NA
3937,8623,"Jutrijp","JUTRYP","Wymbritseradiel","Friesland",515,52.994763,5.6500956,"Adres",NA
3938,8624,"Uitwellingerga","","Wymbritseradiel","Friesland",515,53.0033721,5.7053841,"Adres",NA
3939,8625,"Oppenhuizen","","Wymbritseradiel","Friesland",515,53.0125795,5.6964222,"Adres",NA
3940,8626,"Offingawier","","Sneek","Friesland",515,53.030926,5.6941529,"Adres",NA
3941,8627,"Gauw","","Wymbritseradiel","Friesland",515,53.0585683,5.7140367,"Adres",NA
3942,8628,"Goënga","GOENGA","Wymbritseradiel","Friesland",515,53.05,5.7,"Adres",NA
3943,8629,"Scharnegoutum","","Wymbritseradiel","Friesland",515,53.0643261,5.6802174,"Adres",NA
3944,8631,"Loënga","LOENGA","Sneek","Friesland",515,53.05,5.6833333,"Adres",NA
3945,8632,"Tirns","","Wymbritseradiel","Friesland",515,53.05892,5.6261417,"Adres",NA
3946,8633,"IJsbrechtum","YSBRECHTUM","Sneek","Friesland",515,53.0419773,5.6325566,"Adres",NA
3947,8635,"Boazum","BOZUM","Littenseradiel","Friesland",515,53.0884393,5.6965448,"Adres",NA
3948,8636,"Britswert","BRITSWERD","Littenseradiel","Friesland",58,53.1122141,5.6756875,"Adres",NA
3949,8637,"Wieuwerd","","Littenseradiel","Friesland",58,53.1097084,5.6897079,"Adres",NA
3950,8641,"Rien","","Littenseradiel","Friesland",515,53.0959643,5.6578893,"Adres",NA
3951,8642,"Lutkewierum","","Littenseradiel","Friesland",515,53.0886961,5.663273,"Adres",NA
3952,8644,"Dearsum","DEERSUM","Boarnsterhim","Friesland",515,53.086491,5.7161575,"Adres",NA
3953,8647,"Sibrandabuorren","SYBRANDABUREN","Boarnsterhim","Friesland",515,53.0683264,5.7208088,"Adres",NA
3954,8650,"IJlst","","Wymbritseradiel","Friesland",515,52.9680597,5.604922,"Postbus",NA
3955,8651,"IJlst","","Wymbritseradiel","Friesland",515,53.0113587,5.620591,"Adres",NA
3956,8658,"Greonterp","","Wymbritseradiel","Friesland",515,53.0155037,5.5190502,"Adres",NA
3957,8700,"Bolsward","","Bolsward","Friesland",515,53.0569848,5.5356553,"Postbus",NA
3958,8701,"Bolsward","","Bolsward","Friesland",515,53.0612531,5.5216963,"Adres",NA
3959,8702,"Bolsward","","Bolsward","Friesland",515,53.0689611,5.5429188,"Adres",NA
3960,8710,"Workum","","Nijefurd","Friesland",515,52.9601858,5.4131901,"Postbus",NA
3961,8711,"Workum","","Nijefurd","Friesland",515,52.9803166,5.4495924,"Adres",NA
3962,8713,"Hindeloopen","","Nijefurd","Friesland",514,52.9426846,5.4012542,"Adres",NA
3963,8715,"Stavoren","","Nijefurd","Friesland",514,52.8829456,5.3607068,"Adres",NA
3964,8721,"Warns","","Nijefurd","Friesland",514,52.8743192,5.4107648,"Adres",NA
3965,8722,"Molkwerum","","Nijefurd","Friesland",514,52.9003905,5.39941,"Adres",NA
3966,8723,"Koudum","","Nijefurd","Friesland",514,52.914484,5.4482493,"Adres + Postbus",NA
3967,8724,"It Heidenskip","","Nijefurd","Friesland",514,52.9488351,5.5018875,"Adres",NA
3968,8730,"Wommels","","Littenseradiel","Friesland",515,53.1079328,5.590158,"Postbus",NA
3969,8731,"Wommels","","Littenseradiel","Friesland",515,53.1081532,5.5872898,"Adres",NA
3970,8732,"Kûbaard","KUBAARD","Littenseradiel","Friesland",515,53.1166667,5.5666667,"Adres",NA
3971,8733,"Iens","","Littenseradiel","Friesland",515,53.1220978,5.6133302,"Adres",NA
3972,8734,"Easterein","","Littenseradiel","Friesland",515,53.0972592,5.6189034,"Adres",NA
3973,8735,"Itens","","Littenseradiel","Friesland",515,53.1014059,5.6432917,"Adres",NA
3974,8736,"Reahûs","Reahus","Littenseradiel","Friesland",515,53.08372,5.63195,"Adres",NA
3975,8737,"Hidaard","","Littenseradiel","Friesland",515,53.0794605,5.6032291,"Adres",NA
3976,8741,"Hartwerd","","Wûnseradiel","Friesland",515,53.0681155,5.5682032,"Adres",NA
3977,8742,"Burgwerd","","Wûnseradiel","Friesland",515,53.086119,5.5458909,"Adres",NA
3978,8743,"Hichtum","","Wûnseradiel","Friesland",515,53.0813543,5.525951,"Adres",NA
3979,8744,"Schettens","","Wûnseradiel","Friesland",517,53.0829415,5.4836023,"Adres",NA
3980,8745,"Longerhouw","","Wûnseradiel","Friesland",517,53.0692241,5.4784098,"Adres",NA
3981,8746,"Schraard","","Wûnseradiel","Friesland",517,53.0807887,5.4512145,"Adres",NA
3982,8747,"Wons","","Wûnseradiel","Friesland",517,53.0839813,5.423212,"Adres",NA
3983,8748,"Witmarsum","","Wûnseradiel","Friesland",517,53.1023274,5.4667442,"Adres + Postbus",NA
3984,8749,"Pingjum","","Wûnseradiel","Friesland",517,53.1158288,5.4392565,"Adres",NA
3985,8751,"Zurich","","Wûnseradiel","Friesland",517,53.1111778,5.3947511,"Adres",NA
3986,8752,"Kornwerderzand","","Wûnseradiel","Friesland",517,53.0726456,5.337913,"Adres",NA
3987,8753,"Cornwerd","","Wûnseradiel","Friesland",515,53.0832949,5.3907465,"Adres",NA
3988,8754,"Makkum","","Wûnseradiel","Friesland",515,53.0561114,5.4032128,"Adres + Postbus",NA
3989,8755,"Idsegahuizum","","Wûnseradiel","Friesland",515,53.0430986,5.4180548,"Adres",NA
3990,8756,"Piaam","","Wûnseradiel","Friesland",515,53.0385612,5.406829,"Adres",NA
3991,8757,"Gaast","","Wûnseradiel","Friesland",515,53.0163297,5.409823,"Adres",NA
3992,8758,"Allingawier","","Wûnseradiel","Friesland",515,53.0476961,5.4459764,"Adres",NA
3993,8759,"Exmorra","","Wûnseradiel","Friesland",515,53.055539,5.464973,"Adres",NA
3994,8761,"Ferwoude","","Wûnseradiel","Friesland",515,53.0057009,5.4332717,"Adres",NA
3995,8762,"Hieslum","","Wûnseradiel","Friesland",515,53.0083208,5.4885496,"Adres",NA
3996,8763,"Parrega","","Wûnseradiel","Friesland",515,53.0187592,5.4776928,"Adres",NA
3997,8764,"Dedgum","","Wûnseradiel","Friesland",515,53.0233306,5.4918158,"Adres",NA
3998,8765,"Tjerkwerd","","Wûnseradiel","Friesland",515,53.0423532,5.5025371,"Adres",NA
3999,8766,"Breezanddijk","BREEZANDDYK","Wûnseradiel","Friesland",517,53.02,5.206944,"Adres",NA
4000,8771,"Nijland","NYLAND","Wymbritseradiel","Friesland",515,53.0509933,5.5765426,"Adres",NA
4001,8772,"Tjalhuizum","","Wymbritseradiel","Friesland",515,53.0468753,5.6140568,"Adres",NA
4002,8773,"Folsgare","","Wymbritseradiel","Friesland",515,53.0377002,5.6045421,"Adres",NA
4003,8774,"Wolsum","","Wymbritseradiel","Friesland",515,53.0364094,5.545277,"Adres",NA
4004,8775,"Nijhuizum","NYHUIZUM","Nijefurd","Friesland",515,52.9801037,5.485533,"Adres",NA
4005,8800,"Franeker","","Franekeradeel","Friesland",517,53.1855183,5.5381637,"Postbus",NA
4006,8801,"Franeker","","Franekeradeel","Friesland",517,53.1802772,5.5568376,"Adres",NA
4007,8802,"Franeker","","Franekeradeel","Friesland",517,53.1950854,5.5287618,"Adres",NA
4008,8804,"Tzum","","Franekeradeel","Friesland",517,53.1588616,5.5633501,"Adres + Postbus",NA
4009,8805,"Hitzum","","Franekeradeel","Friesland",517,53.1661334,5.5195989,"Adres",NA
4010,8806,"Achlum","","Franekeradeel","Friesland",517,53.1480338,5.4847188,"Adres",NA
4011,8807,"Herbaijum","HERBAYUM","Franekeradeel","Friesland",517,53.1848118,5.4954675,"Adres",NA
4012,8808,"Dongjum","","Franekeradeel","Friesland",517,53.2084093,5.5431818,"Adres",NA
4013,8809,"Boer","","Franekeradeel","Friesland",517,53.2154852,5.5658264,"Adres",NA
4014,8811,"Ried","","Franekeradeel","Friesland",517,53.2237365,5.5923017,"Adres",NA
4015,8812,"Peins","","Franekeradeel","Friesland",517,53.206274,5.5944189,"Adres",NA
4016,8813,"Schalsum","","Franekeradeel","Friesland",517,53.1981155,5.572159,"Adres",NA
4017,8814,"Zweins","","Franekeradeel","Friesland",517,53.1909074,5.605222,"Adres",NA
4018,8816,"Skingen","Schingen","Menaldumadeel","Friesland",517,53.2015322,5.6175766,"Adres",NA
4019,8821,"Kimswerd","","Wûnseradiel","Friesland",517,53.141862,5.4394094,"Adres",NA
4020,8822,"Arum","","Wûnseradiel","Friesland",517,53.12943,5.4774311,"Adres",NA
4021,8823,"Lollum","","Wûnseradiel","Friesland",517,53.1258912,5.5309636,"Adres",NA
4022,8831,"Winsum","","Littenseradiel","Friesland",517,53.1527192,5.6326533,"Adres",NA
4023,8832,"Húns","Huns","Littenseradiel","Friesland",517,53.1673,5.66671,"Adres",NA
4024,8833,"Leons","LIONS","Littenseradiel","Friesland",517,53.1521734,5.6796607,"Adres",NA
4025,8834,"Baard","","Littenseradiel","Friesland",517,53.1422439,5.66849,"Adres",NA
4026,8835,"Easterlittens","OOSTERLITTENS","Littenseradiel","Friesland",517,53.1353215,5.6501712,"Adres",NA
4027,8841,"Baaium","BAYUM","Littenseradiel","Friesland",517,53.1648887,5.6222558,"Adres",NA
4028,8842,"Wjelsryp","WELSRYP","Littenseradiel","Friesland",517,53.1666521,5.606909,"Adres",NA
4029,8843,"Spannum","","Littenseradiel","Friesland",517,53.1428386,5.6076101,"Adres",NA
4030,8844,"Hinnaard","HENNAARD","Littenseradiel","Friesland",515,53.1125561,5.6353678,"Adres",NA
4031,8845,"Waaksens","","Littenseradiel","Friesland",517,53.1099958,5.5379145,"Adres",NA
4032,8851,"Tzummarum","","Franekeradeel","Friesland",518,53.2374865,5.5498319,"Adres",NA
4033,8852,"Firdgum","","Franekeradeel","Friesland",518,53.2485421,5.5601505,"Adres",NA
4034,8853,"Klooster-Lidlum","KLOOSTER LIDLUM","Franekeradeel","Friesland",518,53.2300428,5.5240626,"Adres",NA
4035,8854,"Oosterbierum","","Franekeradeel","Friesland",518,53.2345932,5.5123207,"Adres",NA
4036,8855,"Sexbierum","","Franekeradeel","Friesland",517,53.2173164,5.4843741,"Adres + Postbus",NA
4037,8856,"Pietersbierum","","Franekeradeel","Friesland",517,53.2157199,5.4764288,"Adres",NA
4038,8857,"Wijnaldum","WYNALDUM","Harlingen","Friesland",517,53.1956574,5.4597788,"Adres",NA
4039,8860,"Harlingen","","Harlingen","Friesland",517,53.1753413,5.4182838,"Postbus",NA
4040,8861,"Harlingen","","Harlingen","Friesland",517,53.1768359,5.4561221,"Adres",NA
4041,8862,"Harlingen","","Harlingen","Friesland",517,53.1633047,5.4568733,"Adres",NA
4042,8871,"Midlum","","Harlingen","Friesland",517,53.1853369,5.476776,"Adres",NA
4043,8872,"Midlum","","Harlingen","Friesland",517,53.1881629,5.4445904,"Adres",NA
4044,8880,"West-Terschelling","","Terschelling","Friesland",562,53.3642447,5.2168968,"Postbus",NA
4045,8881,"West-Terschelling","","Terschelling","Friesland",562,53.3627053,5.2168932,"Adres",NA
4046,8882,"Hee","TERSCHELLING HEE","Terschelling","Friesland",562,53.3755111,5.255395,"Adres",NA
4047,8883,"Kaart","","Terschelling","Friesland",562,53.3766227,5.2703421,"Adres",NA
4048,8884,"Baaiduinen","","Terschelling","Friesland",562,53.3773557,5.2868677,"Adres",NA
4049,8885,"Kinnum","","Terschelling","Friesland",562,53.3753702,5.2761001,"Adres",NA
4050,8891,"Midsland","Terschelling Midsland","Terschelling","Friesland",562,53.382631,5.2874422,"Adres",NA
4051,8892,"Seerijp","ZEERYP;Seeryp","Terschelling","Friesland",562,53.3799642,5.2974874,"Adres",NA
4052,8893,"Landerum","","Terschelling","Friesland",562,53.3866214,5.300388,"Adres",NA
4053,8894,"Formerum","","Terschelling","Friesland",562,53.3898535,5.3098956,"Adres",NA
4054,8895,"Lies","","Terschelling","Friesland",562,53.3938612,5.3262428,"Adres",NA
4055,8896,"Hoorn","Terschelling Hoorn","Terschelling","Friesland",562,53.3970134,5.3436161,"Adres",NA
4056,8897,"Oosterend","Terschelling Oosterend","Terschelling","Friesland",562,53.4043348,5.379603,"Adres",NA
4057,8899,"Vlieland","","Vlieland","Friesland",562,53.2501844,4.9514271,"Adres + Postbus",NA
4058,8900,"Leeuwarden","","Leeuwarden","Friesland",58,53.223301,5.7516999,"Adres + Postbus",NA
4059,8901,"Leeuwarden","","Leeuwarden","Friesland",58,53.223301,5.7516999,"Postbus",NA
4060,8902,"Leeuwarden","","Leeuwarden","Friesland",58,53.223301,5.7516999,"Postbus",NA
4061,8903,"Leeuwarden","","Leeuwarden","Friesland",58,53.223301,5.7516999,"Postbus",NA
4062,8911,"Leeuwarden","","Leeuwarden","Friesland",58,53.2026778,5.7950927,"Adres",NA
4063,8912,"Leeuwarden","","Leeuwarden","Friesland",58,53.1897198,5.7559507,"Adres",NA
4064,8913,"Leeuwarden","","Leeuwarden","Friesland",58,53.2006715,5.7807928,"Adres",NA
4065,8914,"Leeuwarden","","Leeuwarden","Friesland",58,53.2060963,5.7524581,"Adres",NA
4066,8915,"Leeuwarden","","Leeuwarden","Friesland",58,53.2107808,5.7673155,"Adres",NA
4067,8916,"Leeuwarden","","Leeuwarden","Friesland",58,53.2060198,5.7819218,"Adres",NA
4068,8917,"Leeuwarden","","Leeuwarden","Friesland",58,53.2081932,5.7927898,"Adres",NA
4069,8918,"Leeuwarden","","Leeuwarden","Friesland",58,53.2162164,5.7944872,"Adres",NA
4070,8919,"Leeuwarden","","Leeuwarden","Friesland",58,53.2246534,5.7598272,"Adres",NA
4071,8921,"Leeuwarden","","Leeuwarden","Friesland",58,53.2045145,5.8128329,"Adres",NA
4072,8922,"Leeuwarden","","Leeuwarden","Friesland",58,53.2103656,5.8036612,"Adres",NA
4073,8923,"Leeuwarden","","Leeuwarden","Friesland",58,53.2152112,5.8151038,"Adres",NA
4074,8924,"Leeuwarden","","Leeuwarden","Friesland",58,53.2065166,5.8271439,"Adres",NA
4075,8925,"Leeuwarden","","Leeuwarden","Friesland",58,53.2070956,5.8428933,"Adres",NA
4076,8926,"Leeuwarden","","Leeuwarden","Friesland",58,53.2192817,5.8698209,"Adres",NA
4077,8927,"Leeuwarden","","Leeuwarden","Friesland",58,53.2195507,5.8368658,"Adres",NA
4078,8931,"Leeuwarden","","Leeuwarden","Friesland",58,53.1871358,5.7814036,"Adres",NA
4079,8932,"Leeuwarden","","Leeuwarden","Friesland",58,53.1919824,5.7928302,"Adres",NA
4080,8933,"Leeuwarden","","Leeuwarden","Friesland",58,53.1966606,5.8076965,"Adres",NA
4081,8934,"Leeuwarden","","Leeuwarden","Friesland",58,53.1913133,5.8065627,"Adres",NA
4082,8935,"Leeuwarden","","Leeuwarden","Friesland",58,53.1879691,5.8197296,"Adres",NA
4083,8936,"Leeuwarden","","Leeuwarden","Friesland",58,53.193148,5.8243002,"Adres",NA
4084,8937,"Leeuwarden","","Leeuwarden","Friesland",58,53.1984952,5.8254374,"Adres",NA
4085,8938,"Leeuwarden","","Leeuwarden","Friesland",58,53.1960635,5.8474836,"Adres",NA
4086,8939,"Leeuwarden","","Leeuwarden","Friesland",58,53.1796869,5.8509287,"Adres",NA
4087,8941,"Leeuwarden","","Leeuwarden","Friesland",58,53.1660025,5.7994674,"Adres",NA
4088,9000,"Grou","GROUW","Boarnsterhim","Friesland",566,53.12021,5.8519,"Postbus",NA
4089,9001,"Grou","GROUW","Boarnsterhim","Friesland",566,53.0949487,5.8388679,"Adres",NA
4090,9003,"Warten","WARTENA","Boarnsterhim","Friesland",58,53.1500391,5.8981573,"Adres",NA
4091,9004,"Warstiens","","Boarnsterhim","Friesland",58,53.1613633,5.8627694,"Adres",NA
4092,9005,"Wergea","WARGA","Boarnsterhim","Friesland",58,53.1519991,5.8468646,"Adres",NA
4093,9006,"Eagum","AEGUM","Boarnsterhim","Friesland",58,53.1306799,5.8290237,"Adres",NA
4094,9007,"Idaerd","IDAARD","Boarnsterhim","Friesland",566,53.1187878,5.8126966,"Adres",NA
4095,9008,"Reduzum","","Boarnsterhim","Friesland",566,53.1169587,5.7853763,"Adres",NA
4096,9009,"Friens","","Boarnsterhim","Friesland",566,53.0994661,5.800429,"Adres",NA
4097,9011,"Jirnsum","IRNSUM","Boarnsterhim","Friesland",566,53.0806327,5.7936461,"Adres",NA
4098,9012,"Raerd","RAUWERD","Boarnsterhim","Friesland",566,53.0983382,5.760811,"Adres",NA
4099,9013,"Poppenwier","POPPINGAWIER","Boarnsterhim","Friesland",566,53.0845118,5.7484015,"Adres",NA
4100,9014,"Tersoal","","Boarnsterhim","Friesland",515,53.0746615,5.7365693,"Adres",NA
4101,9021,"Easterwierrum","OOSTERWIERUM;Easterwierum","Littenseradiel","Friesland",58,53.1100959,5.7324943,"Adres",NA
4102,9022,"Mantgum","","Littenseradiel","Friesland",58,53.1291256,5.7206493,"Adres",NA
4103,9023,"Jorwert","JORWERD","Littenseradiel","Friesland",58,53.144848,5.7118331,"Adres",NA
4104,9024,"Weidum","","Littenseradiel","Friesland",58,53.1460597,5.7439155,"Adres",NA
4105,9025,"Bears","","Littenseradiel","Friesland",58,53.1560181,5.7339966,"Adres",NA
4106,9026,"Jellum","","Littenseradiel","Friesland",58,53.1686191,5.7402157,"Adres",NA
4107,9027,"Hilaard","HYLAARD","Littenseradiel","Friesland",58,53.1649603,5.7117022,"Adres",NA
4108,9031,"Boksum","","Menaldumadeel","Friesland",58,53.176945,5.7280173,"Adres",NA
4109,9032,"Blessum","","Menaldumadeel","Friesland",58,53.180992,5.7105786,"Adres",NA
4110,9033,"Deinum","","Menaldumadeel","Friesland",58,53.1918429,5.7249778,"Adres",NA
4111,9034,"Marsum","Marssum","Menaldumadeel","Friesland",58,53.2107798,5.7266674,"Adres",NA
4112,9035,"Dronryp","Dronrijp","Menaldumadeel","Friesland",517,53.1966063,5.6449476,"Adres + Postbus",NA
4113,9036,"Menaam","Menaldum","Menaldumadeel","Friesland",518,53.2179186,5.6618266,"Adres",NA
4114,9037,"Slappeterp","","Menaldumadeel","Friesland",518,53.2130255,5.6218291,"Adres",NA
4115,9038,"Ingelum","Engelum","Menaldumadeel","Friesland",58,53.2248968,5.7134824,"Adres",NA
4116,9040,"Berltsum","Berlikum Fr;Berlikum","Menaldumadeel","Friesland",518,53.1800259,5.5477143,"Postbus",NA
4117,9041,"Berltsum","Berlikum Fr;Berlikum","Menaldumadeel","Friesland",518,53.2445169,5.6533376,"Adres",NA
4118,9043,"Wier","","Menaldumadeel","Friesland",518,53.2512191,5.6237296,"Adres",NA
4119,9044,"Bitgum","Beetgum","Menaldumadeel","Friesland",58,53.2370427,5.6884188,"Adres",NA
4120,9045,"Bitgummole","Beetgumermolen","Menaldumadeel","Friesland",58,53.2351562,5.7075843,"Adres",NA
4121,9047,"Minnertsga","","het Bildt","Friesland",518,53.2509346,5.5980342,"Adres",NA
4122,9050,"Stiens","","Leeuwarderadeel","Friesland",58,53.266452,5.745992,"Postbus",NA
4123,9051,"Stiens","","Leeuwarderadeel","Friesland",58,53.2643997,5.752343,"Adres",NA
4124,9053,"Feinsum","Finkum","Leeuwarderadeel","Friesland",58,53.2782673,5.7549925,"Adres",NA
4125,9054,"Hijum","","Leeuwarderadeel","Friesland",518,53.2905323,5.7665838,"Adres",NA
4126,9055,"Britsum","","Leeuwarderadeel","Friesland",58,53.2531453,5.7855529,"Adres",NA
4127,9056,"Koarnjum","Cornjum","Leeuwarderadeel","Friesland",58,53.2437894,5.7807181,"Adres",NA
4128,9057,"Jelsum","","Leeuwarderadeel","Friesland",58,53.2346703,5.7830762,"Adres",NA
4129,9061,"Gytsjerk","GIEKERK","Tytsjerksteradiel","Friesland",58,53.2410241,5.8907254,"Adres",NA
4130,9062,"Oentsjerk","OENKERK","Tytsjerksteradiel","Friesland",58,53.2533813,5.8987505,"Adres + Postbus",NA
4131,9063,"Mûnein","Molenend;Munein","Tytsjerksteradiel","Friesland",58,53.25164,5.91874,"Adres",NA
4132,9064,"Aldtsjerk","Oudkerk","Tytsjerksteradiel","Friesland",58,53.2643034,5.8891236,"Adres",NA
4133,9067,"Readtsjerk","Roodkerk","Dantumadiel","Friesland",58,53.2600828,5.9218173,"Adres",NA
4134,9071,"Alde Leie","OUDE LEYE;Oude Leije","Leeuwarderadeel","Friesland",518,53.2880323,5.7349336,"Adres",NA
4135,9072,"Alde Leie","OUDE LEYE;Oude Leije","Leeuwarderadeel","Friesland",518,53.2927064,5.7677418,"Adres",NA
4136,9073,"Marrum","","Ferwerderadiel","Friesland",518,53.322673,5.8018778,"Adres + Postbus",NA
4137,9074,"Hallum","","Ferwerderadiel","Friesland",518,53.3051209,5.784383,"Adres + Postbus",NA
4138,9075,"Westhoek","","het Bildt","Friesland",518,53.2760097,5.5607068,"Adres",NA
4139,9076,"Sint Annaparochie","ST ANNAPAROCHIE","het Bildt","Friesland",518,53.2764463,5.6570979,"Adres + Postbus",NA
4140,9077,"Vrouwenparochie","","het Bildt","Friesland",518,53.2800146,5.7030451,"Adres",NA
4141,9078,"Oude Bildtzijl","OUDE BILDTZYL","het Bildt","Friesland",518,53.3136219,5.708998,"Adres",NA
4142,9079,"Sint Jacobiparochie","ST JACOBIPAROCHIE","het Bildt","Friesland",518,53.2728486,5.6087388,"Adres",NA
4143,9081,"Lekkum","","Leeuwarden","Friesland",58,53.2256277,5.8203814,"Adres",NA
4144,9082,"Miedum","","Leeuwarden","Friesland",58,53.2354527,5.8388712,"Adres",NA
4145,9083,"Snakkerburen","","Leeuwarden","Friesland",58,53.220113,5.8096366,"Adres",NA
4146,9084,"Goutum","","Leeuwarden","Friesland",58,53.17842,5.8069262,"Adres",NA
4147,9085,"Teerns","","Leeuwarden","Friesland",58,53.1808429,5.8342596,"Adres",NA
4148,9086,"Hempens","","Leeuwarden","Friesland",58,53.178766,5.8378606,"Adres",NA
4149,9087,"Swichum","","Leeuwarden","Friesland",58,53.1539551,5.8186478,"Adres",NA
4150,9088,"Wirdum","","Leeuwarden","Friesland",58,53.1500314,5.8050965,"Adres",NA
4151,9089,"Wytgaard","","Leeuwarden","Friesland",58,53.140833,5.783889,"Adres",NA
4152,9091,"Wyns","","Tytsjerksteradiel","Friesland",58,53.2514265,5.8323263,"Adres",NA
4153,9100,"Dokkum","","Dongeradeel","Friesland",519,53.3109748,5.9948827,"Postbus",NA
4154,9101,"Dokkum","","Dongeradeel","Friesland",519,53.3236546,6.0005254,"Adres",NA
4155,9102,"Dokkum","","Dongeradeel","Friesland",519,53.3334601,5.9939349,"Adres",NA
4156,9103,"Dokkum","","Dongeradeel","Friesland",519,53.3132949,5.9912638,"Adres",NA
4157,9104,"Damwâld","Damwoude","Dantumadiel","Friesland",511,53.283333,6,"Adres + Postbus",NA
4158,9105,"Rinsumageast","Rinsumageest","Dantumadiel","Friesland",511,53.2973163,5.9498906,"Adres",NA
4159,9106,"Sibrandahûs","SYBRANDAHUIS;Sijbrandahuis","Dantumadiel","Friesland",519,53.316667,5.966667,"Adres",NA
4160,9107,"Jannum","JANUM","Ferwerderadiel","Friesland",519,53.3124887,5.9027227,"Adres",NA
4161,9108,"Broeksterwâld","Broeksterwoude","Dantumadiel","Friesland",511,53.266667,6,"Adres",NA
4162,9109,"De Falom","De Valom","Dantumadiel","Friesland",511,53.2634435,6.0077314,"Adres",NA
4163,9111,"Burdaard","BIRDAARD","Ferwerderadiel","Friesland",519,53.2977219,5.8692403,"Adres",NA
4164,9112,"Burdaard","BIRDAARD","Ferwerderadiel","Friesland",519,53.2913473,5.8887818,"Adres",NA
4165,9113,"Wâlterswâld","Wouterswoude","Dantumadiel","Friesland",511,53.3,6.033333,"Adres",NA
4166,9114,"Driezum","Driesum","Dantumadiel","Friesland",511,53.2968837,6.045633,"Adres",NA
4167,9121,"Aalsum","AALZUM","Dongeradeel","Friesland",519,53.3378209,6.0033683,"Adres",NA
4168,9122,"Wetsens","WETZENS","Dongeradeel","Friesland",519,53.3474779,6.0332484,"Adres",NA
4169,9123,"Metslawier","","Dongeradeel","Friesland",519,53.3606625,6.0665857,"Adres",NA
4170,9124,"Jouswier","","Dongeradeel","Friesland",519,53.3499847,6.073475,"Adres",NA
